Project Name,Subscription,Billing Subscription,Project Created,Description,Client,Volume (GB),All Files Total File Count,All Files Monthly File Count,Total Documents Reviewed,Monthly Documents Reviewed,Third Party Users,Max Raw Entity Count
$#$#$#$@!!)((&amp;^^^#,Data Mining,Data Mining,2023/02/20 07:02 AM,test with special symbol,,0,0,0,0,0,18,0
02Aug check HEIC files ,Data Mining,Data Mining,2024/08/02 05:32 AM,02Aug check HEIC files ,poc,0.19,29,0,5,5,18,0
1,Deleted,Deleted,2021/05/04 04:29 PM,1,,0,0,0,0,0,18,0
1,Data Mining,Data Mining,2022/08/19 06:57 AM,test project description up to 3 lines test project description up to 3 lines test project description up to 3 lines test project description up to 3 lines test project description up to 3 lines test project description up to 3 lines test project description up to 3 lines,poc,0,0,0,0,0,18,0
10M - AU Consolidation stress test ,Data Mining,Data Mining,2022/06/30 06:21 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
10M - CA Consolidation stress test ,Data Mining,Data Mining,2022/06/30 06:17 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
10M - US Consolidation stress test ,Data Mining,Data Mining,2022/06/30 06:15 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
11,Data Mining,Data Mining,2022/10/17 11:14 AM,1,,0,0,0,0,0,18,0
111,Deleted,Deleted,2021/05/04 07:18 AM,111,,0,0,0,0,0,18,0
12,Data Mining,Data Mining,2022/09/21 10:05 AM,,,0,0,0,0,0,18,0
1M - AU Consolidation stress test ,Data Mining,Data Mining,2022/06/30 06:30 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
1M - CA Consolidation stress test ,Data Mining,Data Mining,2022/06/30 06:32 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
1M - US Consolidation stress test ,Data Mining,Data Mining,2022/06/30 06:34 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
1M entities,Data Mining,Data Mining,2023/06/07 11:20 AM,,,0,0,0,0,0,18,0
1Processing template,Data Mining,Data Mining,2022/11/07 07:37 AM,,,0,0,0,0,0,18,0
20M - AU Consolidation stress test ,Data Mining,Data Mining,2022/06/30 11:53 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
20M - CA Consolidation stress test ,Data Mining,Data Mining,2022/06/30 11:41 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
20M - US Consolidation stress test ,Data Mining,Data Mining,2022/06/30 11:07 PM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
30th March LOADFILE PROJECT,Deleted,Deleted,2021/03/30 08:52 AM,,,0,0,0,0,0,18,0
3133 load file large text,Data Mining,Data Mining,2022/06/21 06:05 AM,3133 load file large text,,0,0,0,0,0,18,0
3438 and 397  ,Data Mining,Data Mining,2022/06/17 10:48 AM,3438 and 397 ,,0,0,0,0,0,18,0
365,Deleted,Deleted,2021/03/09 09:18 AM,,,0,0,0,0,0,18,0
365,Data Mining,Data Mining,2022/10/13 10:29 AM,,,0,0,0,0,0,18,0
3903,Data Mining,Data Mining,2022/09/20 07:44 AM,,,0,0,0,0,0,18,0
3970 dedupe,Data Mining,Data Mining,2022/10/17 10:42 AM,,,0,0,0,0,0,18,0
3970 dedupe off,Data Mining,Data Mining,2022/10/18 06:26 AM,,,0,0,0,0,0,18,0
4001,Data Mining,Data Mining,2023/07/20 06:30 AM,,,0,10,0,0,0,18,0
4009 testing data,Data Mining,Data Mining,2022/09/21 09:05 AM,,,0,0,0,0,0,18,0
4019_withbody,Data Mining,Data Mining,2022/12/29 08:23 AM,,,0,2,0,0,0,18,0
4019_withoutbody,Data Mining,Data Mining,2022/12/29 08:30 AM,,,0,0,0,0,0,18,0
4190,Data Mining,Data Mining,2022/11/02 11:38 AM,4190,,0,0,0,0,0,18,0
4444,Data Mining,Data Mining,2022/11/16 06:37 AM,l,,0,0,0,0,0,18,0
4936,Data Mining,Data Mining,2023/05/05 12:54 PM,,,0,150,0,0,0,18,0
50k_entity,Data Mining,Data Mining,2021/09/21 06:14 AM,,,0.07,56,0,10,10,18,1
5216 dedupe off,Data Mining,Data Mining,2023/05/16 10:04 AM,,,0.01,56,0,0,0,18,0
5k docs 5 thousand(Dont delete),Data Mining,Data Mining,2022/02/15 05:47 PM,5k docs,poc,0,0,0,0,0,18,0
5M - AU Consolidation stress test ,Data Mining,Data Mining,2022/06/27 05:47 AM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
5M - CA Consolidation stress test ,Data Mining,Data Mining,2022/06/27 05:37 AM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
5M - US Consolidation stress test ,Data Mining,Data Mining,2022/06/27 05:31 AM,Do not delete or edit !! - chinmaya,,0,0,0,0,0,18,0
5m entities ,Data Mining,Data Mining,2023/08/04 10:01 AM,,,0.77,13,0,2,2,18,0
6272 sharefile,Data Mining,Data Mining,2023/08/22 12:27 PM,,,0.02,10146,0,0,0,18,0
7332,Data Mining,Data Mining,2024/01/12 05:53 AM,,,0.03,163,0,0,0,18,0
@Long thread 07012020 (Done delete),Data Mining,Data Mining,2021/01/07 05:20 AM,@Long thread 07012020,poc,0,0,0,0,0,18,0
@new project doclist issue,Deleted,Deleted,2021/01/08 06:49 AM,@new project doclist issue,poc,0,0,0,0,0,18,0
@thread  16012021,Deleted,Deleted,2021/01/16 11:20 AM,@thread  16012021,poc,0,0,0,0,0,18,0
@thread+pii inclusive email (Dont delete),Data Mining,Data Mining,2022/01/14 08:32 AM,latest thread inclusive email,poc,0.01,51,0,0,0,18,0
a,Data Mining,Data Mining,2023/01/17 11:44 AM,,,0,0,0,0,0,18,0
a,Deleted,Deleted,2019/07/15 10:47 AM,a,,0,0,0,0,0,18,0
A A  t,Data Mining,Data Mining,2023/02/20 09:23 AM,,,0,0,0,0,0,18,0
abc ,Data Mining,Data Mining,2024/03/29 12:22 PM,,,0,0,0,0,0,18,0
AccessDB (Dont delete),Data Mining,Data Mining,2022/05/16 12:50 PM,AccessDB,poc,0,2,2,0,0,18,0
Activity History Index Test,Data Mining,Data Mining,2022/10/06 09:47 AM,,,0,0,0,0,0,18,0
Activity_History+Consolidation_Blank_Rohit (Don't delete) shrutika,Data Mining,Data Mining,2022/01/27 06:29 AM,Dont use,,0,0,0,0,0,18,0
add,Data Mining,Data Mining,2022/10/23 05:28 AM,,,0,0,0,0,0,18,0
AddedDate mapping,Data Mining,Data Mining,2023/04/14 11:03 AM,"test update and create and meta filed
",,0,0,0,0,0,18,0
All duplicates_propagation,Data Mining,Data Mining,2023/02/21 11:59 AM,,,0,0,0,0,0,18,0
all file types 5 lac characters (Dont delete),Data Mining,Data Mining,2021/09/30 08:41 AM,all file types 5 lac characters (Dont delete),poc,0,0,0,0,0,18,0
all file types pro,Data Mining,Data Mining,2022/08/03 07:19 AM,all file types pro,poc,0,0,0,0,0,18,0
all other files project ,Data Mining,Data Mining,2024/08/21 08:32 AM,all other files project ,poc,0,0,0,0,0,18,0
All regions (Dont delete),Data Mining,Data Mining,2021/07/29 07:06 AM,All regions (Dont delete),poc,0,388,0,3,3,18,0
"All system fields""(Highlighted PII elmenst) (don;t delete) shrutika",Data Mining,Data Mining,2022/05/26 05:23 AM,,,0.02,1789,0,12,12,18,0
all_pii,Data Mining,Data Mining,2024/07/30 12:15 PM,all_pii,,0.05,250,0,0,0,18,0
all_pii_1,Data Mining,Data Mining,2024/07/31 07:58 AM,all_pii_1,,0.05,250,0,0,0,18,0
all_pii_2,Data Mining,Data Mining,2024/07/31 10:06 AM,all_pii_2,,0.05,250,0,0,0,18,0
Apple Files 12Sep,Data Mining,Data Mining,2024/09/12 01:24 PM,Apple Files 12Sep,poc,0.01,66,66,0,0,18,14
Apple files 30Aug,Data Mining,Data Mining,2024/08/30 06:13 AM,Apple files 30Aug,poc,0.01,82,0,0,0,18,100100
Apple test file 2,Data Mining,Data Mining,2024/08/26 06:20 AM,Apple test file 2,poc,0.01,14,0,0,0,18,0
Apple test Files ,Data Mining,Data Mining,2024/08/23 06:38 AM,Apple test Files ,poc,0.01,23,0,0,0,18,0
applefiles_after_29,Data Mining,Data Mining,2024/08/29 07:49 PM,,,0.01,53,0,0,0,18,0
applefiles_sena_26,Data Mining,Data Mining,2024/08/26 02:41 PM,,,0.01,63,0,0,0,18,0
Apples files 27Aug 1,Data Mining,Data Mining,2024/08/27 04:34 AM,Apples files 27Aug 1,poc,0.03,45,0,0,0,18,11607
as1,Data Mining,Data Mining,2022/08/16 10:56 AM,,,0,0,0,0,0,18,0
Assigned users,Data Mining,Data Mining,2023/02/22 12:52 PM,,,0,0,0,0,0,18,0
associate options,Data Mining,Data Mining,2022/04/18 07:47 AM,,,0,0,0,0,0,18,0
associated entities  test 1 (Digambar),Data Mining,Data Mining,2022/09/19 02:54 PM,,,0,0,0,0,0,18,0
Associated Entity- Shrutika,Data Mining,Data Mining,2022/09/12 10:35 AM,,,0,0,0,0,0,18,0
AUTemplate,Deleted,Deleted,2021/03/11 07:14 AM,,,0,0,0,0,0,18,0
Auto Map Column Project,Data Mining,Data Mining,2024/06/20 10:54 AM,Auto Map Column Project,poc,0.03,11,0,0,0,18,0
Auto suggestion (Dont Delete),Data Mining,Data Mining,2021/10/28 05:28 AM,,,0,19,0,0,0,19,0
autoPropagate- dont delete,Data Mining,Data Mining,2022/11/28 10:45 AM,chinmaya,,0,0,0,0,0,18,0
awz,Deleted,Deleted,2021/04/02 11:00 AM,awz,,0,0,0,0,0,18,0
Bad Project Shell A,Data Mining,Data Mining,2024/06/24 01:29 PM,,,0,0,0,0,0,18,0
Bad Project Shell B,Data Mining,Data Mining,2024/06/24 11:30 PM,,,0,0,0,0,0,18,0
Bad Project Shell C,Data Mining,Data Mining,2024/06/23 08:47 PM,,,7.21,87035,0,0,0,18,0
Batching @ishwari,Data Mining,Data Mining,2021/08/19 11:22 AM,,,0,0,0,0,0,18,0
Batching check not reportable cypress automation,Data Mining,Data Mining,2023/11/21 10:44 AM,cypress automation,Client,0,5,0,3,3,18,0
batching restrictions disabled (dont delete),Data Mining,Data Mining,2022/11/07 07:38 AM,Cypress project with batching restrictions are disabled (dont delete),poc,0.15,8,0,0,0,18,0
bigzip,Data Mining,Data Mining,2023/02/14 07:54 AM,bigzip,,0,0,0,0,0,18,0
blank cust(don't delete) Shrutika,Data Mining,Data Mining,2022/06/07 08:15 AM,blank cust,,0.09,1042,0,4,4,18,0
body1,Data Mining,Data Mining,2022/12/30 04:44 AM,body1,,0,0,0,0,0,18,0
Breach Phishing 1,Data Mining,Data Mining,2023/07/20 11:11 AM,,,0,0,0,0,0,18,0
Bulk Entities Edit (Don't Delete),Data Mining,Data Mining,2022/12/06 05:48 AM,500K entities bulk edit,poc,0.07,25,0,6,6,18,0
canada 20042021,Deleted,Deleted,2021/04/20 02:09 PM,canada 20042021,poc,0,0,0,0,0,18,0
CanopyTester11Feb2022 (Do not use),Data Mining,Data Mining,2022/03/16 06:05 AM,,,0,0,0,0,0,18,0
CanopyTesterGDrive (Do not use),Data Mining,Data Mining,2022/03/16 06:01 AM,,,0,0,0,0,0,18,0
Case Creation Rabbit,Data Mining,Data Mining,2023/12/18 11:59 AM,test,,0,0,0,0,0,18,0
cehcekqueuecreateion,Deleted,Deleted,2021/05/24 12:18 PM,cehcekqueuecreateion,,0,0,0,0,0,18,0
checck2,Deleted,Deleted,2021/03/28 04:05 PM,checck2,,0,0,0,0,0,18,0
Check Diacritics,Data Mining,Data Mining,2023/08/31 08:43 PM,,,0,0,0,0,0,18,0
check processing sub template @tt,Data Mining,Data Mining,2021/12/13 07:28 AM,check processing sub template @tt,TT,0,0,0,0,0,18,0
check3,Deleted,Deleted,2021/03/28 04:54 PM,check3,,0,0,0,0,0,18,0
check_pii1,Data Mining,Data Mining,2024/08/05 06:55 AM,check_pii1,,0,2,0,0,0,18,0
check_pii2,Data Mining,Data Mining,2024/08/06 09:05 AM,check_pii2,,0,2,0,0,0,18,0
check_pii_issue,Data Mining,Data Mining,2024/06/27 08:45 AM,check_pii_issue,,0,10,0,0,0,18,0
check_pii_issue_1,Data Mining,Data Mining,2024/06/27 10:50 AM,check_pii_issue_1,,0,10,0,0,0,18,0
checkbox issue check,Data Mining,Data Mining,2022/07/04 12:02 PM,,,0,0,0,0,0,18,0
checkcecece,Data Mining,Data Mining,2022/12/07 07:26 AM,checkcecece,,0,0,0,0,0,18,0
Checkfor Mapping,Data Mining,Data Mining,2022/07/21 01:50 PM,test,,0,0,0,0,0,18,0
CheckForDyanmo,Data Mining,Data Mining,2022/07/22 07:11 AM,test,,0,0,0,0,0,18,0
checkmongocoll,Data Mining,Data Mining,2024/06/26 02:22 PM,checkmongocoll,,0,0,0,0,0,18,0
chinese,Data Mining,Data Mining,2022/07/25 09:37 AM,chinese,poc,0,0,0,0,0,18,0
chinese 1,Data Mining,Data Mining,2022/07/25 11:34 AM,chinese 1,poc,0,0,0,0,0,18,0
Chinmay_Propagation,Data Mining,Data Mining,2023/02/21 06:35 AM,,,0,0,0,0,0,18,0
Clustered-entities-Neeraja,Data Mining,Data Mining,2024/04/23 09:27 AM,abc,xyz,0.77,13,0,0,0,18,0
Common Q project,Data Mining,Data Mining,2023/12/18 12:08 PM,test,,0,0,0,0,0,18,0
CommonQ,Data Mining,Data Mining,2023/12/18 12:10 PM,,,0,0,0,0,0,18,0
CommonQ1,Notification,Notification,2023/12/18 12:20 PM,test,,0,0,0,0,0,18,0
Consolidation improvements- shrutika,Data Mining,Data Mining,2024/05/22 12:46 PM,,,7.45,515,0,17,17,18,0
consolidation rule test,Data Mining,Data Mining,2023/01/16 07:59 AM,,,0,0,0,0,0,18,0
Consolidation Test,Data Mining,Data Mining,2022/10/03 10:21 AM,Consolidation,poc,0,0,0,0,0,18,0
Consolidation2- improvements-Shrutika2,Data Mining,Data Mining,2024/05/27 06:26 AM,,,7.41,515,0,0,0,18,0
corrupted files,Data Mining,Data Mining,2023/06/19 12:56 PM,,,0.05,61,0,0,0,18,0
corrupted files for failed reupload (Dont use) (don;t delete) shrutika,Data Mining,Data Mining,2022/04/19 11:46 AM,corrupted files for failed reupload,poc,0,0,0,0,0,18,0
cpy_test,Data Mining,Data Mining,2022/07/19 08:32 AM,,,0,0,0,0,0,18,0
create old project ,Data Mining,Data Mining,2023/09/02 07:42 AM,,,0,0,0,0,0,18,0
Custodian,Data Mining,Data Mining,2023/01/25 09:48 AM,,,0,0,0,0,0,18,0
Custodian check,Data Mining,Data Mining,2022/06/22 05:12 AM,,,0,0,0,0,0,18,0
CustodianIndexCreated,Data Mining,Data Mining,2023/04/15 01:11 PM,CustodianIndexCreated : Custodina index create for entity and master collection on case creation ,,0.01,3,0,0,0,18,0
custom detected pii elements (dont delete),Data Mining,Data Mining,2023/01/02 06:28 AM,custom detected pii elements (dont delete) this project is used for automation using cypress,poc,0,0,0,0,0,18,0
custom detected pii elements cypress,Data Mining,Data Mining,2023/09/21 09:19 AM,custom detected pii elements - do not delete/edit - cypress automation,poc,0,7,0,2,2,18,0
custom rule project 27-11-2023,Data Mining,Data Mining,2023/11/27 06:40 AM,custom rule project 27-11-2023,poc,0,7,0,0,0,18,0
custom sub temp 06-01-22 @tt,Data Mining,Data Mining,2022/01/06 09:46 AM,custom sub temp 06-01-22 @tt,TT,0,0,0,0,0,18,0
Cypress - Dont use this1f8ym,Data Mining,Data Mining,2024/01/12 08:06 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use this2rt0a,Data Mining,Data Mining,2024/01/11 11:52 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use this94weu,Data Mining,Data Mining,2024/01/11 11:47 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisczqbn,Data Mining,Data Mining,2023/12/29 09:28 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thise59fvg,Data Mining,Data Mining,2024/01/12 08:10 AM,Cypress project,poc,0.08,2,0,0,0,18,0
Cypress - Dont use thiselu67f,Data Mining,Data Mining,2024/01/12 08:00 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisl52wa,Data Mining,Data Mining,2024/01/11 11:44 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thism5qr8,Data Mining,Data Mining,2024/01/11 11:54 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisma0ank,Data Mining,Data Mining,2024/01/12 08:03 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisn5jsz,Data Mining,Data Mining,2024/01/12 07:59 AM,Cypress project,poc,0.08,2,0,0,0,18,0
Cypress - Dont use thispekr3,Data Mining,Data Mining,2023/12/29 09:29 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thispjxy1,Data Mining,Data Mining,2023/12/29 09:32 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisps81s,Data Mining,Data Mining,2023/12/29 09:27 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisq3jum,Data Mining,Data Mining,2024/01/11 11:49 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisxuqk6,Data Mining,Data Mining,2023/12/29 09:26 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress - Dont use thisz4yrl,Data Mining,Data Mining,2024/01/25 02:33 PM,Cypress project,poc,0,0,0,0,0,18,0
cypress all file types project (dont delete),Data Mining,Data Mining,2022/12/12 05:59 AM,Cypress project used for automation (dont delete) (dont use),poc,0,0,0,0,0,18,0
cypress all file types project5wdhtEdit Project Check Cypress - Dont use this 43wxgk,Data Mining,Data Mining,2024/04/10 07:05 AM,Cypress project - this project is used for cypress automation - Dont use this - Dont delete 43wxgk,poc43wxgk,0,0,0,0,0,18,0
cypress all file types project9pc5i,Data Mining,Data Mining,2024/03/12 01:55 PM,Cypress project,poc,0,0,0,0,0,18,0
cypress all file types projectcn88c,Data Mining,Data Mining,2023/12/29 10:03 AM,Cypress project,poc,0,0,0,0,0,18,0
cypress all file types projectcplcbi,Data Mining,Data Mining,2024/04/12 11:59 AM,Cypress project,poc,0,0,0,0,0,18,0
cypress all file types projectcwrp,Data Mining,Data Mining,2024/05/07 04:28 AM,Cypress project,poc,0,0,0,0,0,18,0
cypress all file types projectin07l,Data Mining,Data Mining,2024/02/29 08:00 AM,Cypress project,poc,0,0,0,0,0,18,0
cypress all file types projectsgv3jf,Data Mining,Data Mining,2024/01/02 11:10 AM,Cypress project,poc,0,0,0,0,0,18,0
cypress automation ( Dont use this ),Data Mining,Data Mining,2021/10/03 07:17 AM,cypress automation ( Dont delete),poc,0.01,55,0,0,0,19,0
Cypress tiff project (dont delete),Data Mining,Data Mining,2022/12/12 10:48 AM,Cypress tiff project - is used for automation (dont delete) (dont use),poc,0.3,10,0,0,0,18,11608
cypress tiff projecte4ixm,Data Mining,Data Mining,2022/11/07 11:01 AM,Cypress project,poc,0,0,0,0,0,18,0
Cypress(Dont use this),Data Mining,Data Mining,2022/10/18 12:44 PM,Cypress project,poc,0,0,0,0,0,18,0
Cypress(Dont use this),Data Mining,Data Mining,2021/09/13 09:16 AM,Cypress project this is used for cypress automation (Dont use this) (Dont delete),poc,0,0,0,0,0,18,0
Cypress(Dont use this),Data Mining,Data Mining,2021/09/15 01:17 PM,Cypress project,poc,0,0,0,0,0,18,0
Cypress-Editme2el2c,Archived,Archived,2023/12/11 06:38 AM,Cypress projecteditme,poceditme,0,0,0,0,0,18,0
Cypress-Editme3ju5n,Archived,Archived,2023/12/08 01:03 PM,Cypress projecteditme,poceditme,0,0,0,0,0,18,0
